sentence,label,object_type,object,difficulty,subject_type,subject,template_id,split
A diákok [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,noun,A diákok,train_noun_048,train
Reggel [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_005,train
Este [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_006,train
Egy filmet [VERB].,indefinite,indefinite_article,egy filmet,easy,none,,train_none_008,train
Én ma [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,pronoun,Én,train_pronoun_001,train
A többit ma [VERB].,definite,definite_quantifier,a többit,tricky,none,,train_none_009,train
Anna gyakran [VERB] azt a levelet.,definite,demonstrative,azt a levelet,easy,noun,Anna,train_noun_026,train
Katalin az iskolában [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,noun,Katalin,train_noun_039,train
Előadást [VERB].,indefinite,bare_noun,előadást,easy,none,,train_none_008,train
Ők [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,pronoun,Ők,train_pronoun_009,train
Ők [VERB] Pétert.,definite,proper_noun,Pétert,easy,pronoun,Ők,train_pronoun_009,train
A szülők az iskolában [VERB] egy könyvet.,indefinite,indefinite_article,egy könyvet,easy,noun,A szülők,train_noun_057,train
Ők [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,pronoun,Ők,train_pronoun_009,train
Azt a filmet [VERB].,definite,demonstrative,azt a filmet,easy,none,,train_none_008,train
Tegnap [VERB] őket.,definite,third_person_pronoun,őket,easy,none,,train_none_002,train
Katalin [VERB] egy könyvet.,indefinite,indefinite_article,egy könyvet,easy,noun,Katalin,train_noun_036,train
Katalin gyakran [VERB] Lászlót.,definite,proper_noun,Lászlót,easy,noun,Katalin,train_noun_038,train
Ma [VERB] az autót.,definite,definite_article,az autót,easy,none,,train_none_001,train
Tegnap [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_002,train
Gábor ma [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,noun,Gábor,train_noun_043,train
Egy levelet tegnap [VERB].,indefinite,indefinite_article,egy levelet,easy,none,,train_none_010,train
Katalint ma a diák [VERB].,definite,proper_noun,Katalint,easy,noun,A diák,train_noun_011,train
Este [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_006,train
Most [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_007,train
Gyakran [VERB] egy almát.,indefinite,indefinite_article,egy almát,easy,none,,train_none_003,train
Tegnap [VERB] az autót.,definite,definite_article,az autót,easy,none,,train_none_002,train
Gábor az iskolában [VERB] egy almát.,indefinite,indefinite_article,egy almát,easy,noun,Gábor,train_noun_045,train
Semmifélét a diák nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,noun,A diák,train_noun_005,train
Magát ma Katalin [VERB].,definite,third_person_pronoun,magát,tricky,noun,Katalin,train_noun_041,train
Otthon [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,none,,train_none_004,train
Pétert ma [VERB].,definite,proper_noun,Pétert,easy,none,,train_none_009,train
A gyerek [VERB] azt a filmet.,definite,demonstrative,azt a filmet,easy,noun,A gyerek,train_noun_012,train
Ma [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_001,train
Gyakran [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_003,train
Otthon [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_004,train
Katalin ma [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,noun,Katalin,train_noun_037,train
Ma [VERB] könyvet.,indefinite,bare_noun,könyvet,easy,none,,train_none_001,train
Mindenkit ma Katalin [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,Katalin,train_noun_041,train
A szülők az iskolában [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,noun,A szülők,train_noun_057,train
Tegnap [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,train_none_002,train
Mindet mi [VERB].,definite,definite_quantifier,mindet,tricky,pronoun,Mi,train_pronoun_008,train
Reggel [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_005,train
[VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_000,train
A diákok gyakran [VERB] kevés hibát.,indefinite,quantified_indefinite_np,kevés hibát,medium,noun,A diákok,train_noun_050,train
Péter gyakran [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,noun,Péter,train_noun_032,train
Gyakran [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,train_none_003,train
Reggel [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_005,train
Otthon [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_004,train
Egy dolgot sem ma nem [VERB].,indefinite,negative_pronoun,egy dolgot sem,tricky,none,,train_none_004,train
Tegnap [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_002,train
Mindenfélét ma Anna [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,noun,Anna,train_noun_029,train
Bárkit tegnap [VERB].,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_010,train
Almát gyakran [VERB].,indefinite,bare_noun,almát,easy,none,,train_none_011,train
Mindenfélét ma [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_009,train
A szülők gyakran [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,noun,A szülők,train_noun_056,train
Azt a filmet ma a szomszéd [VERB].,definite,demonstrative,azt a filmet,easy,noun,A szomszéd,train_noun_023,train
Néhányat ma [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_009,train
Semmit ma nem [VERB].,indefinite,negative_pronoun,semmit,tricky,none,,train_none_004,train
Este [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_006,train
Otthon [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_004,train
Tegnap [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_002,train
Reggel [VERB] mindet.,definite,definite_quantifier,mindet,tricky,none,,train_none_005,train
Mi [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,pronoun,Mi,train_pronoun_006,train
Ők ma [VERB] magát.,definite,third_person_pronoun,magát,tricky,pronoun,Ők,train_pronoun_010,train
A diák ma [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,noun,A diák,train_noun_007,train
Ma [VERB] azt a filmet.,definite,demonstrative,azt a filmet,easy,none,,train_none_001,train
Gyakran [VERB] könyvet.,indefinite,bare_noun,könyvet,easy,none,,train_none_003,train
Valamennyit a szomszéd [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,A szomszéd,train_noun_022,train
Mindenkit tegnap [VERB].,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_010,train
[VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_000,train
Én ma [VERB] levelet.,indefinite,bare_noun,levelet,easy,pronoun,Én,train_pronoun_001,train
Gyakran [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,none,,train_none_003,train
A tanár ma nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,noun,A tanár,train_noun_001,train
Emezt [VERB].,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_008,train
Valamit ma [VERB].,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_009,train
A legtöbbet [VERB].,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_008,train
Tegnap [VERB] könyvet.,indefinite,bare_noun,könyvet,easy,none,,train_none_002,train
Néhányat tegnap [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_010,train
Most [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_007,train
Gyakran [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_003,train
Gyakran [VERB] az előadást.,definite,definite_article,az előadást,easy,none,,train_none_003,train
Ma [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,none,,train_none_001,train
A diák ma [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,noun,A diák,train_noun_007,train
A szülők gyakran [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,noun,A szülők,train_noun_056,train
Néhány könyvet [VERB].,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_008,train
Este [VERB] kevés hibát.,indefinite,quantified_indefinite_np,kevés hibát,medium,none,,train_none_006,train
Otthon [VERB] őt.,definite,third_person_pronoun,őt,easy,none,,train_none_004,train
Ma [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_001,train
Én ma [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,pronoun,Én,train_pronoun_001,train
Mindent ma Anna [VERB].,indefinite,universal_pronoun,mindent,tricky,noun,Anna,train_noun_029,train
A gyerek gyakran [VERB] magát.,definite,third_person_pronoun,magát,tricky,noun,A gyerek,train_noun_014,train
Az új telefont ma [VERB].,definite,modified_definite_np,az új telefont,easy,none,,train_none_009,train
Este [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,train_none_006,train
Este [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,train_none_006,train
Tegnap [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_002,train
Reggel [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,train_none_005,train
A diák ma [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,noun,A diák,train_noun_007,train
[VERB] egy almát.,indefinite,indefinite_article,egy almát,easy,none,,train_none_000,train
[VERB] autót.,indefinite,bare_noun,autót,easy,none,,train_none_000,train
[VERB] Gábort.,definite,proper_noun,Gábort,easy,none,,train_none_000,train
Mindkettőt [VERB].,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_008,train
Ma [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_001,train
Valamit ők [VERB].,indefinite,indefinite_pronoun,valamit,easy,pronoun,Ők,train_pronoun_011,train
Magát ma a szülők [VERB].,definite,third_person_pronoun,magát,tricky,noun,A szülők,train_noun_059,train
Reggel [VERB] a levelet.,definite,definite_article,a levelet,easy,none,,train_none_005,train
Most [VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,train_none_007,train
Most [VERB] ezt a feladatot.,definite,demonstrative,ezt a feladatot,easy,none,,train_none_007,train
Ma [VERB] minden egyes dolgot.,indefinite,universal_pronoun,minden egyes dolgot,tricky,none,,train_none_001,train
Este [VERB] levelet.,indefinite,bare_noun,levelet,easy,none,,train_none_006,train
Otthon [VERB] előadást.,indefinite,bare_noun,előadást,easy,none,,train_none_004,train
Mindet ma a diákok [VERB].,definite,definite_quantifier,mindet,tricky,noun,A diákok,train_noun_053,train
Most [VERB] magukat.,definite,third_person_pronoun,magukat,tricky,none,,train_none_007,train
Mindenkit ma [VERB].,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_009,train
Katalin ma [VERB] levelet.,indefinite,bare_noun,levelet,easy,noun,Katalin,train_noun_037,train
Mindkettőt ma Katalin [VERB].,definite,definite_quantifier,mindkettőt,tricky,noun,Katalin,train_noun_041,train
Én [VERB] újságot.,indefinite,bare_noun,újságot,easy,pronoun,Én,train_pronoun_000,train
A vacsorát tegnap [VERB].,definite,definite_article,a vacsorát,easy,none,,train_none_010,train
Mi nem [VERB] egy dolgot sem.,indefinite,negative_pronoun,egy dolgot sem,tricky,pronoun,Mi,train_pronoun_006,train
Egy könyvet ma a diák [VERB].,indefinite,indefinite_article,egy könyvet,easy,noun,A diák,train_noun_011,train
Reggel [VERB] levelet.,indefinite,bare_noun,levelet,easy,none,,train_none_005,train
Mindegyiket ma a gyerek [VERB].,definite,definite_quantifier,mindegyiket,tricky,noun,A gyerek,train_noun_017,train
Gyakran [VERB] egy könyvet.,indefinite,indefinite_article,egy könyvet,easy,none,,train_none_003,train
Most [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,train_none_007,train
A szülők gyakran [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,noun,A szülők,train_noun_056,train
Az almát [VERB].,definite,definite_article,az almát,easy,none,,train_none_008,train
Ők ma [VERB] ezt az almát.,definite,demonstrative,ezt az almát,easy,pronoun,Ők,train_pronoun_010,train
Őt ma [VERB].,definite,third_person_pronoun,őt,easy,none,,train_none_009,train
Este [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_006,train
Otthon [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_004,train
Otthon [VERB] egy könyvet.,indefinite,indefinite_article,egy könyvet,easy,none,,train_none_004,train
Ezt a feladatot tegnap [VERB].,definite,demonstrative,ezt a feladatot,easy,none,,train_none_010,train
Ma [VERB] Gábort.,definite,proper_noun,Gábort,easy,none,,train_none_001,train
Most [VERB] a legtöbbet.,definite,definite_quantifier,a legtöbbet,tricky,none,,train_none_007,train
[VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_000,train
Otthon [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_004,train
Egy embert sem a diák nem [VERB].,indefinite,negative_pronoun,egy embert sem,tricky,noun,A diák,train_noun_005,train
Pár kérdést tegnap [VERB].,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_010,train
Otthon [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,train_none_004,train
Magát gyakran [VERB].,definite,third_person_pronoun,magát,tricky,none,,train_none_011,train
Reggel [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,none,,train_none_005,train
Filmet te [VERB].,indefinite,bare_noun,filmet,easy,pronoun,Te,train_pronoun_005,train
Ők ma [VERB] a többit.,definite,definite_quantifier,a többit,tricky,pronoun,Ők,train_pronoun_010,train
Egy autót ma Gábor [VERB].,indefinite,indefinite_article,egy autót,easy,noun,Gábor,train_noun_047,train
[VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_000,train
Otthon [VERB] levelet.,indefinite,bare_noun,levelet,easy,none,,train_none_004,train
Katalin ma [VERB] akárkit.,indefinite,indefinite_pronoun,akárkit,tricky,noun,Katalin,train_noun_037,train
Reggel [VERB] vacsorát.,indefinite,bare_noun,vacsorát,easy,none,,train_none_005,train
A gyerek ma [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A gyerek,train_noun_013,train
Gyakran [VERB] egy autót.,indefinite,indefinite_article,egy autót,easy,none,,train_none_003,train
Gyakran [VERB] az autót.,definite,definite_article,az autót,easy,none,,train_none_003,train
Reggel [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,none,,train_none_005,train
A diákok gyakran [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,noun,A diákok,train_noun_050,train
Akármit Péter [VERB].,indefinite,indefinite_pronoun,akármit,tricky,noun,Péter,train_noun_034,train
Az utolsó kérdést ma [VERB].,definite,modified_definite_np,az utolsó kérdést,easy,none,,train_none_009,train
Mindenkit ma Anna [VERB].,indefinite,universal_pronoun,mindenkit,tricky,noun,Anna,train_noun_029,train
[VERB] a vacsorát.,definite,definite_article,a vacsorát,easy,none,,train_none_000,train
[VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_000,train
Tegnap [VERB] magát.,definite,third_person_pronoun,magát,tricky,none,,train_none_002,train
Magát tegnap [VERB].,definite,third_person_pronoun,magát,tricky,none,,train_none_010,train
Gábort ma [VERB].,definite,proper_noun,Gábort,easy,none,,train_none_009,train
Anna az iskolában [VERB] előadást.,indefinite,bare_noun,előadást,easy,noun,Anna,train_noun_027,train
Gyakran [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_003,train
Este [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_006,train
Gyakran [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_003,train
Senkit ma nem [VERB].,indefinite,negative_pronoun,senkit,tricky,none,,train_none_004,train
Most [VERB] egy autót.,indefinite,indefinite_article,egy autót,easy,none,,train_none_007,train
Mindegyiket tegnap [VERB].,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_010,train
A gyerek [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,noun,A gyerek,train_noun_012,train
Lászlót gyakran [VERB].,definite,proper_noun,Lászlót,easy,none,,train_none_011,train
Valamennyit ma Anna [VERB].,definite,definite_quantifier,valamennyit,tricky,noun,Anna,train_noun_029,train
Otthon [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_004,train
Péter az iskolában [VERB] őt.,definite,third_person_pronoun,őt,easy,noun,Péter,train_noun_033,train
Ezt tegnap [VERB].,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_010,train
Semmifélét a szülők nem [VERB].,indefinite,negative_pronoun,semmifélét,tricky,noun,A szülők,train_noun_029,train
Ma [VERB] pár kérdést.,indefinite,quantified_indefinite_np,pár kérdést,medium,none,,train_none_001,train
Azt az üzenetet tegnap [VERB].,definite,demonstrative,azt az üzenetet,easy,none,,train_none_010,train
[VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_000,train
Gyakran [VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,train_none_003,train
Most [VERB] valamennyit.,definite,definite_quantifier,valamennyit,tricky,none,,train_none_007,train
A diák az iskolában [VERB] egy filmet.,indefinite,indefinite_article,egy filmet,easy,noun,A diák,train_noun_009,train
Néhányat ma Gábor [VERB].,indefinite,indefinite_pronoun,néhányat,tricky,noun,Gábor,train_noun_047,train
Most [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,train_none_007,train
[VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_000,train
Anna [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,Anna,train_noun_024,train
Azt a levelet Anna [VERB].,definite,demonstrative,azt a levelet,easy,noun,Anna,train_noun_028,train
Egy almát gyakran [VERB].,indefinite,indefinite_article,egy almát,easy,none,,train_none_011,train
Este [VERB] az almát.,definite,definite_article,az almát,easy,none,,train_none_006,train
Almát [VERB].,indefinite,bare_noun,almát,easy,none,,train_none_008,train
[VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,none,,train_none_000,train
Az előadást [VERB].,definite,definite_article,az előadást,easy,none,,train_none_008,train
Otthon [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_004,train
A diák az iskolában [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,noun,A diák,train_noun_009,train
Mindenfélét [VERB].,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_008,train
Reggel [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,train_none_005,train
A diákok az iskolában [VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,noun,A diákok,train_noun_051,train
Reggel [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_005,train
A szülők gyakran [VERB] sok filmet.,indefinite,quantified_indefinite_np,sok filmet,medium,noun,A szülők,train_noun_056,train
Este [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_006,train
Most [VERB] több almát.,indefinite,quantified_indefinite_np,több almát,medium,none,,train_none_007,train
A filmet gyakran [VERB].,definite,definite_article,a filmet,easy,none,,train_none_011,train
Akármit tegnap [VERB].,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_010,train
Otthon [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,train_none_004,train
Az újságot gyakran [VERB].,definite,definite_article,az újságot,easy,none,,train_none_011,train
Semmit nem [VERB].,indefinite,negative_pronoun,semmit,tricky,none,,train_none_003,train
Ma [VERB] az összeset.,definite,definite_quantifier,az összeset,tricky,none,,train_none_001,train
Péter az iskolában [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,noun,Péter,train_noun_033,train
Reggel [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,none,,train_none_005,train
Ma [VERB] mindent.,indefinite,universal_pronoun,mindent,tricky,none,,train_none_001,train
Valamit gyakran [VERB].,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_011,train
Anna ma [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,noun,Anna,train_noun_025,train
Most [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_007,train
Katalin ma nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,noun,Katalin,train_noun_019,train
Újságot ma a diákok [VERB].,indefinite,bare_noun,újságot,easy,noun,A diákok,train_noun_053,train
Ma [VERB] egyvalakit.,indefinite,indefinite_pronoun,egyvalakit,tricky,none,,train_none_001,train
Akármit ma [VERB].,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_009,train
Gyakran [VERB] bármit.,indefinite,indefinite_pronoun,bármit,easy,none,,train_none_003,train
Tegnap [VERB] bármit.,indefinite,indefinite_pronoun,bármit,easy,none,,train_none_002,train
Mindegyiket ma [VERB].,definite,definite_quantifier,mindegyiket,tricky,none,,train_none_009,train
A gyerek [VERB] mindenkit.,indefinite,universal_pronoun,mindenkit,tricky,noun,A gyerek,train_noun_012,train
Este [VERB] az utolsó kérdést.,definite,modified_definite_np,az utolsó kérdést,easy,none,,train_none_006,train
Este [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_006,train
Ma [VERB] az utolsó kérdést.,definite,modified_definite_np,az utolsó kérdést,easy,none,,train_none_001,train
Reggel [VERB] újságot.,indefinite,bare_noun,újságot,easy,none,,train_none_005,train
Ma [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_001,train
Tegnap [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_002,train
A szülők ma [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,noun,A szülők,train_noun_055,train
Reggel [VERB] könyvet.,indefinite,bare_noun,könyvet,easy,none,,train_none_005,train
Most [VERB] azt.,definite,demonstrative_pronoun,azt,tricky,none,,train_none_007,train
Akármit [VERB].,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_008,train
A gyerek [VERB] mindegyiket.,definite,definite_quantifier,mindegyiket,tricky,noun,A gyerek,train_noun_012,train
Valamit [VERB].,indefinite,indefinite_pronoun,valamit,easy,none,,train_none_008,train
Este [VERB] emezt.,definite,demonstrative_pronoun,emezt,tricky,none,,train_none_006,train
Valamennyit ma [VERB].,definite,definite_quantifier,valamennyit,tricky,none,,train_none_009,train
Otthon [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,none,,train_none_004,train
A diák az iskolában [VERB] bármit.,indefinite,indefinite_pronoun,bármit,easy,noun,A diák,train_noun_009,train
Ezt a könyvet ma a diákok [VERB].,definite,demonstrative,ezt a könyvet,easy,noun,A diákok,train_noun_053,train
[VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_000,train
Őt Péter [VERB].,definite,third_person_pronoun,őt,easy,noun,Péter,train_noun_034,train
Bármit ma [VERB].,indefinite,indefinite_pronoun,bármit,easy,none,,train_none_009,train
Ma [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_001,train
Otthon [VERB] valakit.,indefinite,indefinite_pronoun,valakit,easy,none,,train_none_004,train
Este [VERB] amazt.,definite,demonstrative_pronoun,amazt,tricky,none,,train_none_006,train
Gyakran [VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_003,train
Sok filmet te [VERB].,indefinite,quantified_indefinite_np,sok filmet,medium,pronoun,Te,train_pronoun_005,train
[VERB] a többit.,definite,definite_quantifier,a többit,tricky,none,,train_none_000,train
Otthon [VERB] egy levelet.,indefinite,indefinite_article,egy levelet,easy,none,,train_none_004,train
Tegnap [VERB] az új telefont.,definite,modified_definite_np,az új telefont,easy,none,,train_none_002,train
Most [VERB] Gábort.,definite,proper_noun,Gábort,easy,none,,train_none_007,train
A többit tegnap [VERB].,definite,definite_quantifier,a többit,tricky,none,,train_none_010,train
Reggel [VERB] akármit.,indefinite,indefinite_pronoun,akármit,tricky,none,,train_none_005,train
A gyerek gyakran [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,noun,A gyerek,train_noun_014,train
Egy előadást gyakran [VERB].,indefinite,indefinite_article,egy előadást,easy,none,,train_none_011,train
A tanár ma [VERB] ezt a könyvet.,definite,demonstrative,ezt a könyvet,easy,noun,A tanár,train_noun_001,train
Ma nem [VERB] semmit.,indefinite,negative_pronoun,semmit,tricky,none,,train_none_001,train
Akármit ma a diákok [VERB].,indefinite,indefinite_pronoun,akármit,tricky,noun,A diákok,train_noun_053,train
Este [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_006,train
Te ma [VERB] az egészet.,definite,definite_quantifier,az egészet,tricky,pronoun,Te,train_pronoun_004,train
[VERB] egy előadást.,indefinite,indefinite_article,egy előadást,easy,none,,train_none_000,train
Anna az iskolában [VERB] ezt az almát.,definite,demonstrative,ezt az almát,easy,noun,Anna,train_noun_027,train
Reggel [VERB] mindenfélét.,indefinite,universal_pronoun,mindenfélét,tricky,none,,train_none_005,train
Te ma [VERB] az utolsó kérdést.,definite,modified_definite_np,az utolsó kérdést,easy,pronoun,Te,train_pronoun_004,train
Egy embert sem ma nem [VERB].,indefinite,negative_pronoun,egy embert sem,tricky,none,,train_none_004,train
Gyakran [VERB] Pétert.,definite,proper_noun,Pétert,easy,none,,train_none_003,train
A többit gyakran [VERB].,definite,definite_quantifier,a többit,tricky,none,,train_none_011,train
Tegnap [VERB] néhány levelet.,indefinite,quantified_indefinite_np,néhány levelet,medium,none,,train_none_002,train
Én [VERB] mindet.,definite,definite_quantifier,mindet,tricky,pronoun,Én,train_pronoun_000,train
Mindegyiket a diák [VERB].,definite,definite_quantifier,mindegyiket,tricky,noun,A diák,train_noun_010,train
Tegnap [VERB] filmet.,indefinite,bare_noun,filmet,easy,none,,train_none_002,train
Gyakran [VERB] néhány könyvet.,indefinite,quantified_indefinite_np,néhány könyvet,medium,none,,train_none_003,train
Most [VERB] az előadást.,definite,definite_article,az előadást,easy,none,,train_none_007,train
Otthon [VERB] néhányat.,indefinite,indefinite_pronoun,néhányat,tricky,none,,train_none_004,train
Gábor az iskolában [VERB] újságot.,indefinite,bare_noun,újságot,easy,noun,Gábor,train_noun_045,train
[VERB] őket.,definite,third_person_pronoun,őket,easy,none,,train_none_000,train
Előadást a szomszéd [VERB].,indefinite,bare_noun,előadást,easy,noun,A szomszéd,train_noun_022,train
Most [VERB] a piros labdát.,definite,modified_definite_np,a piros labdát,easy,none,,train_none_007,train
Most [VERB] mindkettőt.,definite,definite_quantifier,mindkettőt,tricky,none,,train_none_007,train
Este [VERB] ezt.,definite,demonstrative_pronoun,ezt,tricky,none,,train_none_006,train
A legtöbbet én [VERB].,definite,definite_quantifier,a legtöbbet,tricky,pronoun,Én,train_pronoun_002,train
Este [VERB] bárkit.,indefinite,indefinite_pronoun,bárkit,easy,none,,train_none_006,train
[VERB] a régi házat.,definite,modified_definite_np,a régi házat,easy,none,,train_none_000,train
[VERB] egy újságot.,indefinite,indefinite_article,egy újságot,easy,none,,train_none_000,train
